origin_text_id;text_id;origin_text_en;text_en;label_vader
giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih , minggu 9 oktober 2022;giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih minggu oktober;active campaigning and dissemination of Etle Electronic Traffic Law Enforcement to the people of Prebumulih City, Sunday 9 October 2022;activ campaign dissemin etl electron traffic law enforc peopl prebumulih citi sunday octob;1
polda jawa tengah mulai uji coba etle menggunakan drone untuk menambah jangkauan penegakan hukum lalu lintas;polda jawa tengah mulai uji coba etle guna drone untuk tambah jangkau tega hukum lalu lintas;The Central Java Regional Police have started piloting etle using drones to increase the reach of traffic law enforcement;central java region polic start pilot etl use drone increas reach traffic law enforc;1
kapolri jenderal listyo sigit prabowo melarang anggota melakukan tilang manual . polisi bakal memberlakukan electronic traffic law enforcement etle .;kapolri jenderal listyo sigit prabowo larang anggota laku tilang manual polisi bakal laku electronic traffic law enforcement etle;National Police Chief General Listyo Sigit Prabowo forbids members from carrying out manual tickets. the police will enforce electronic traffic law enforcement etle.;nation polic chief gener listyo sigit prabowo forbid member carri manual ticket polic enforc electron traffic law enforc etl;-1
ini yg ngeri dari tilang elektronik , plat nomornya bisa dimanipulasi;ini yg ngeri dari tilang elektronik plat nomor bisa manipulasi;This is what's scary about electronic tickets, the number plate can be manipulated;scari electron ticket number plate manipul;-1
pelayanan etle di gedung pelayanan terpadu polresta banyumas dengan membawa surat konfirmasi dan stnk kendaraan . tetap semangat menuju banyumas zero pelanggaran lalu lintas;layan etle di gedung layan padu polresta banyumas dengan bawa surat konfirmasi dan stnk kendara tetap semangat tuju banyumas zero langgar lalu lintas;etle services in the Banyumas Polresta integrated service building by bringing a confirmation letter and vehicle registration. keep the spirit towards banyumas zero traffic violations;etl servic banyuma polresta integr servic build bring confirm letter vehicl registr keep spirit toward banyuma zero traffic violat;-1
ada hubungan nya ga yaa . penggantian plat nomor jadi warna putih sama tilang elektronik . ditilik2 warna plat putih emang lebih cerah jadi lebih mudah kebaca .;ada hubung nya ga yaa ganti plat nomor jadi warna putih sama tilang elektronik tilik warna plat putih emang lebih cerah jadi lebih mudah baca;is there any relation? changing the number plate to white with an electronic ticket. judging by the color of the white plate it's brighter so it's easier to read.;relat chang number plate white electron ticket judg color white plate brighter easier read;1
apa ditindak dengan tilang elektronik etle lah wong plat nomor aja gak ada atau plat nomor palsu . bagaimanapun tetap perlu polisi yang bertindak di lapangan .;apa tindak dengan tilang elektronik etle lah wong plat nomor aja gak ada atau plat nomor palsu bagaimana tetap perlu polisi yang tindak di lapang;what will be dealt with with an electronic ticket, etle, the number plate wong doesn't even have or the number plate is fake. However, the police still need to act on the ground.;dealt electron ticket etl number plate wong even number plate fake howev polic still need act ground;-1
tilang elektronik di tol pekanbaru dumai ditargetkan efektif sebelum mudik nataru2023;tilang elektronik di tol pekanbaru dumai target efektif belum mudik nataru;Electronic fines on the Pekanbaru Dumai toll road are targeted to be effective before the 2023 Nataru homecoming;electron fine pekanbaru dumai toll road target effect nataru homecom;1
kapolri minta korlantas optimalkan tilang elektronik hindaripungli;kapolri minta korlantas optimal tilang elektronik hindaripungli;Kapolri asked Korlantas to optimize electronic tickets to avoid extortion;kapolri ask korlanta optim electron ticket avoid extort;1
etle to ena handle par pan chokhwat kari ne rakhe chhe . bracket ma patel lakhi ne;etle to ena handle par pan chokhwat kari ne rakhe chhe bracket ma patel lakhi ne;etle to ena handle par pan chokhwat kari ne rakhe chhe . bracket ma patel lakhi ne;etl ena handl par pan chokhwat kari ne rakh chhe bracket patel lakhi ne;0
truk kebersihan milik dlh terkena etilang;truk bersih milik dlh kena etilang;dlh's cleaning truck is subject to etilang;dlh clean truck subject etilang;0
pengen bj in car tp skrng ada etilang;ken bj in car tp skrng ada etilang;I want to bj in car but now there is an etilang;want bj car etilang;0
kro virodh . ave etle . jm kejriwal no kryo to bhavngr ayo etle . pn na oy to virodh krvama rela avse . koi chu . bhi nai kre ena oppose ma .;kro virodh ave etle jm kejriwal no kryo to bhavngr ayo etle pn na oy to virodh krvama rela avse koi chu bhi nai kre ena oppose ma;kro virodh. ave etle . jm kejriwal no kryo to bhavngr come on etle . pn na oy to virodh krvama willing avse . koi chu . bhi nai kre ena oppose ma .;kro virodh ave etl jm kejriw kryo bhavngr come etl pn na oy virodh krvama will avs koi chu bhi nai kre ena oppos;-1
tilang manual saat ini telah ditiadakan guna memaksimalkan etle serta menghindari pungli . ini perbedaan antara tilang manual dengan tilang elektronik .;tilang manual saat ini telah tiada guna maksimal etle serta hindar pungli ini beda antara tilang manual dengan tilang elektronik;Manual tickets have now been removed in order to maximize etle and avoid extortion. This is the difference between a manual ticket and an electronic ticket.;manual ticket remov order maxim etl avoid extort differ manual ticket electron ticket;-1
tidak diminta membawa sim dan stnk supaya bisa ditilang dan cuan yekan . oiya , lupa . etilang sekarang . v bikin tips yang berguna lah . kaga lau suruh juga semua otomatis melakukan itu semua . tolong ketidakbergunaannya jangan ditunjukkin melulu .;tidak minta bawa sim dan stnk supaya bisa tilang dan cuan yekan oiya lupa etilang sekarang v bikin tips yang guna lah kaga lau suruh juga semua otomatis laku itu semua tolong ketidakbergunaannya jangan ditunjukkin melulu;not asked to bring a sim and vehicle registration so they can be ticketed and fine. oya, forgot. elang now. v Make useful tips. if you also tell all of them to automatically do it all. please don't show its uselessness.;ask bring sim vehicl registr ticket fine oya forgot elang v make use tip also tell automat pleas show useless;1
terdapat beberapa jenis pelanggaran yang ditindak etle mobile milik polda metro jaya yang baru diluncurkan;dapat beberapa jenis langgar yang tindak etle mobile milik polda metro jaya yang baru luncur;There are several types of violations that have been carried out by Etle Mobile belonging to Polda Metro Jaya, which has just been launched;sever type violat carri etl mobil belong polda metro jaya launch;-1
polsek tegallalang melaksanakan giat imbangan operasi zebra agung 2022 sosialisasi tilang dengan etle , melalui pemasangan stiker , tetap patuh , taat , siap dan waspada dalam berlalu lintas semeton bali .;polsek tegallalang laksana giat imbang operasi zebra agung sosialisasi tilang dengan etle lalu pasang stiker tetap patuh taat siap dan waspada dalam lalu lintas semeton bal;Tegallalang Police carry out an active balance of the 2022 Great Zebra operation to socialize traffic tickets with etle, by placing stickers, remaining obedient, obedient, ready and alert in the Semeton Bali traffic.;tegallalang polic carri activ balanc great zebra oper social traffic ticket etl place sticker remain obedi obedi readi alert semeton bali traffic;1
warga negara asing wna yg enggan membayar denda etilang dapat ditindaklanjuti dengan aplikasi ecekal . dengan aplikasi tersebut maka para wna dipaksa mematuhi aturan yang berlaku di indonesia sehingga tidak lagi ada oknum yang melanggarnya .;warga negara asing wna yg enggan bayar denda etilang dapat ditindaklanjuti dengan aplikasi ecekal dengan aplikasi sebut maka para wna paksa patuh atur yang laku di indonesia sehingga tidak lagi ada oknum yang langgar;foreign nationals who are reluctant to pay etilang fines can be followed up with an e-block application. With this application, foreigners are forced to comply with the rules that apply in Indonesia so that there are no more individuals who violate them.;foreign nation reluct pay etilang fine follow e block applic applic foreign forc compli rule appli indonesia individu violat;-1
satlantas pamulang sebut belum ada penentuan lokasi tilang elektronik via;satlantas pamulang sebut belum ada tentu lokasi tilang elektronik via;Satlantas Pamulang said there was no electronic ticket location determined yet via;satlanta pamulang said electron ticket locat determin yet via;1
ini sebenarnya siap ga sih nerapin etle;ini benar siap ga sih nerapin etle;Is this actually ready to apply to etle;actual readi appli etl;1
perintah kapolri polantas dilarang tilang manual , terapkan tilang elektronik;perintah kapolri polantas larang tilang manual terap tilang elektronik;orders from the police chief to prohibit manual ticketing, apply electronic ticketing;order polic chief prohibit manual ticket appli electron ticket;0
tilang elektronik berbasis mobile alias ponsel yang resmi diberlakukan direktorat lalu lintas polda riau di pekanbaru , senin 2112022 masih awam bagi banyak orang .;tilang elektronik bas mobile alias ponsel yang resmi laku direktorat lalu lintas polda riau di pekanbaru senin masih awam bagi banyak orang;Mobile-based electronic tickets, aka cell phones, which were officially enforced by the Riau Police Traffic Directorate in Pekanbaru, Monday 2112022 are still commonplace for many people.;mobil base electron ticket aka cell phone offici enforc riau polic traffic director pekanbaru monday still commonplac mani peopl;0
tilang manual sudah dilarang , jangan remehin etilang;tilang manual sudah larang jangan remehin etilang;manual ticketing has been banned, don't underestimate etilang;manual ticket ban underestim etilang;-1
sosialisasi etle;sosialisasi etle;etle socialization;etl social;0
anggota melaksanakan giat pembagian leaflet dan sosialisasi ops zebra candi 2022 yang di mulai tanggal 03 s . d 16 oktober 22 dalam rangka menciptakan kamseltibcar lantas dengan mengedepankan kegiatan edukatif persuasif yang di dukung penegakan hukum menggunakan etle;anggota laksana giat bagi leaflet dan sosialisasi ops zebra candi yang di mulai tanggal s d oktober dalam rangka cipta kamseltibcar lantas dengan depan giat edukatif persuasif yang di dukung tega hukum guna etle;members carry out active distribution of leaflets and socialization of the zebra temple ops 2022 which starts on 03 s. d 16 october 22 in order to create kamseltibcar then by prioritizing persuasive educational activities supported by law enforcement using etle;member carri activ distribut leaflet social zebra templ op start octob order creat kamseltibcar priorit persuas educ activ support law enforc use etl;1
